date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2012-12-15,England,Ghana,0,2,Friendly,Sao Paulo,Spain,False
2012-12-16,Italy,Colombia,2,2,AFC Asian Cup,Paris,Japan,False
2012-12-20,New Zealand,Greece,0,1,UEFA European Championship,Sydney,Uruguay,False
2012-12-23,France,United States,0,0,UEFA European Championship,Lisbon,Italy,True
2012-12-26,Senegal,Colombia,0,0,FIFA World Cup qualification,Lisbon,Portugal,True
2013-01-18,Denmark,Iran,3,0,FIFA World Cup qualification,Cairo,South Korea,False
2013-01-19,Poland,Romania,1,0,FIFA World Cup,Lisbon,Spain,False
2013-01-25,New Zealand,Japan,2,0,Friendly,Amsterdam,Italy,False
2013-03-02,Germany,Ireland,2,0,Friendly,Rome,Japan,False
2013-03-14,Bolivia,Brazil,0,1,Copa America,Rome,Mexico,False
2013-03-15,Brazil,Uruguay,3,0,Friendly,Montevideo,Japan,True
2013-03-19,Iran,Bolivia,2,1,CONCACAF Gold Cup,Lagos,Nigeria,False
2013-03-25,Ecuador,Peru,0,2,Friendly,Sao Paulo,Germany,False
2013-04-01,Bolivia,Italy,2,3,Friendly,Rome,Sweden,False
2013-04-05,Ecuador,Nigeria,1,1,AFC Asian Cup,Lisbon,Argentina,False
2013-04-12,Ghana,Japan,2,1,Copa America,Montevideo,United States,False
2013-04-14,New Zealand,Iran,4,2,FIFA World Cup,Paris,Belgium,True
2013-04-22,Brazil,Netherlands,1,1,AFC Asian Cup,Lagos,Belgium,False
2013-04-22,Cameroon,Portugal,0,0,Friendly,Madrid,France,True
2013-04-30,Iraq,Russia,0,1,FIFA World Cup qualification,Madrid,Uruguay,False
2013-05-01,Bolivia,Brazil,2,1,UEFA Euro qualification,Buenos Aires,Australia,False
2013-05-01,Croatia,Sweden,1,1,Friendly,Lisbon,France,True
2013-05-01,Denmark,Hungary,3,1,AFC Asian Cup,Buenos Aires,Italy,False
2013-05-03,Greece,Senegal,1,1,Copa America,Sao Paulo,Sweden,False
2013-05-11,Scotland,Egypt,2,2,Copa America,London,France,False
2013-05-16,France,South Korea,1,0,UEFA European Championship,Amsterdam,Nigeria,False
2013-05-17,Senegal,Colombia,0,1,Friendly,New York,Portugal,False
2013-05-19,Italy,Romania,3,1,Friendly,London,France,False
2013-05-30,Senegal,Morocco,0,0,UEFA European Championship,Sydney,South Korea,False
2013-06-05,Ecuador,Saudi Arabia,1,0,Friendly,Buenos Aires,Spain,False
2013-06-09,Norway,Czech Republic,1,1,Copa America,Los Angeles,England,False
2013-06-20,Hungary,Egypt,4,0,UEFA Euro qualification,London,Croatia,False
2013-06-28,Portugal,Denmark,1,1,Friendly,Cairo,Mexico,False
2013-07-05,Netherlands,Ecuador,1,2,Copa America,Sao Paulo,United States,False
2013-07-14,Morocco,Greece,1,0,Friendly,Madrid,Portugal,False
2013-07-15,Bolivia,Germany,1,0,UEFA European Championship,Lisbon,United States,False
2013-07-21,Croatia,Senegal,4,1,FIFA World Cup,Amsterdam,Nigeria,True
2013-07-26,Netherlands,Wales,2,0,Africa Cup of Nations,Amsterdam,Italy,False
2013-08-01,Mexico,Poland,1,0,FIFA World Cup qualification,Cairo,Japan,True
2013-08-02,South Korea,Australia,0,3,Friendly,Mexico City,France,True
2013-08-02,China,France,1,1,UEFA Euro qualification,Buenos Aires,Brazil,False
2013-08-04,Belgium,New Zealand,1,0,FIFA World Cup qualification,Lisbon,Australia,False
2013-08-06,Croatia,Germany,3,0,Friendly,Sao Paulo,Uruguay,False
2013-08-07,Germany,Wales,3,1,FIFA World Cup,Los Angeles,Australia,False
2013-08-13,Chile,Sweden,4,2,UEFA European Championship,London,Belgium,False
2013-08-15,Japan,Ghana,1,0,Friendly,Los Angeles,South Korea,False
2013-08-18,Ecuador,Peru,2,0,AFC Asian Cup,Mexico City,Belgium,False
2013-08-27,China,Denmark,1,1,AFC Asian Cup,Paris,United States,False
2013-08-28,Belgium,Morocco,0,0,Copa America,Seoul,Argentina,True
2013-08-30,Hungary,Nigeria,0,1,FIFA World Cup,Mexico City,Sweden,False
2013-09-14,Greece,United States,1,0,FIFA World Cup qualification,Montevideo,Portugal,False
2013-09-24,Belgium,India,1,0,Africa Cup of Nations,New York,Italy,False
2013-09-25,Mexico,Czech Republic,2,0,Friendly,Berlin,South Korea,False
2013-09-29,Colombia,Norway,0,2,Friendly,Buenos Aires,Brazil,True
2013-10-04,Italy,Greece,0,1,Friendly,Montevideo,Netherlands,True
2013-10-06,Romania,Morocco,1,2,FIFA World Cup,Los Angeles,Cameroon,True
2013-10-07,Denmark,Germany,1,2,FIFA World Cup,Paris,Belgium,False
2013-10-07,Russia,Peru,2,2,UEFA Euro qualification,Berlin,Uruguay,True
2013-10-08,Croatia,Sweden,1,0,Copa America,Los Angeles,Croatia,False
2013-10-10,Saudi Arabia,Ghana,2,1,Friendly,Mexico City,Japan,False
2013-10-31,China,South Korea,1,1,UEFA Euro qualification,Amsterdam,Japan,False
2013-11-02,Netherlands,Scotland,1,2,Africa Cup of Nations,Cairo,Cameroon,False
2013-11-09,France,Russia,2,0,FIFA World Cup,London,Mexico,True
2013-11-13,Wales,France,4,1,UEFA Euro qualification,London,Croatia,False
2013-11-18,Nigeria,Cameroon,0,0,UEFA Euro qualification,Lagos,Brazil,False
2013-11-24,New Zealand,England,3,1,UEFA European Championship,Tokyo,France,True
2013-11-27,Colombia,Iraq,2,2,FIFA World Cup qualification,Lisbon,United States,False
2013-11-29,Poland,Cameroon,2,2,Friendly,London,England,False
2013-12-08,India,England,2,1,Friendly,Buenos Aires,United States,True
2013-12-11,Romania,Czech Republic,2,0,FIFA World Cup,Cairo,Sweden,False
2013-12-11,Uruguay,Chile,1,0,CONCACAF Gold Cup,Cairo,Australia,False
2013-12-14,Saudi Arabia,Mexico,0,1,Friendly,Seoul,South Korea,True
2013-12-17,Iran,New Zealand,3,1,Friendly,Paris,England,False
2013-12-24,England,Ecuador,2,1,Friendly,Cairo,England,False
2014-01-05,Colombia,Italy,2,2,Copa America,Montevideo,Netherlands,False
2014-01-11,Poland,Iraq,0,1,Friendly,Buenos Aires,Portugal,False
2014-01-13,Australia,Paraguay,0,1,Friendly,Sao Paulo,Italy,False
2014-01-18,Portugal,Romania,0,2,Friendly,Tokyo,Belgium,False
2014-01-20,Peru,Croatia,2,0,UEFA Euro qualification,Sao Paulo,Cameroon,False
2014-01-21,New Zealand,Ireland,1,0,UEFA Euro qualification,Mexico City,Australia,False
2014-02-05,Uruguay,Iran,2,5,AFC Asian Cup,Rome,Uruguay,False
2014-02-12,Nigeria,Bolivia,5,2,UEFA Euro qualification,Lagos,Spain,False
2014-02-18,Denmark,Germany,2,4,Friendly,Lagos,Sweden,False
2014-02-19,China,Denmark,3,0,Friendly,Seoul,Italy,False
2014-03-05,England,Uruguay,1,0,Friendly,Los Angeles,Cameroon,False
2014-03-10,Argentina,Scotland,0,3,FIFA World Cup qualification,New York,South Korea,True
2014-03-26,Croatia,United States,1,1,CONCACAF Gold Cup,Los Angeles,Portugal,False
2014-03-27,Paraguay,Peru,0,3,UEFA European Championship,Madrid,Spain,False
2014-04-07,France,Croatia,2,1,UEFA European Championship,Madrid,England,True
2014-04-12,New Zealand,Norway,3,0,UEFA European Championship,Cairo,Mexico,True
2014-04-13,Egypt,New Zealand,3,3,FIFA World Cup qualification,Los Angeles,Italy,True
2014-05-06,China,Romania,1,1,Friendly,Lagos,Netherlands,False
2014-05-28,Paraguay,Netherlands,1,0,Africa Cup of Nations,Rome,Japan,False
2014-06-05,South Africa,Czech Republic,0,3,Africa Cup of Nations,New York,Italy,False
2014-06-08,Netherlands,Egypt,1,1,FIFA World Cup qualification,Seoul,Sweden,True
2014-06-14,Colombia,Bolivia,1,2,FIFA World Cup,Los Angeles,Brazil,False
2014-06-15,Ireland,Scotland,4,1,FIFA World Cup qualification,Berlin,Japan,False
2014-06-19,Denmark,Turkey,1,0,UEFA European Championship,Amsterdam,Mexico,False
2014-06-27,Russia,India,1,2,Copa America,Mexico City,Uruguay,False
2014-07-04,Wales,Peru,1,1,Africa Cup of Nations,Los Angeles,Spain,False
2014-07-06,Cameroon,Morocco,1,2,AFC Asian Cup,Mexico City,Germany,False
2014-07-14,China,Uruguay,4,0,UEFA European Championship,Cairo,England,True
2014-07-15,Spain,Morocco,2,2,Copa America,Lagos,France,False
2014-07-16,Scotland,South Africa,0,3,FIFA World Cup,Sydney,Brazil,False
2014-07-19,Bolivia,Australia,3,0,Africa Cup of Nations,Rome,Belgium,True
2014-07-28,Japan,Denmark,1,1,Friendly,Amsterdam,England,False
2014-07-28,Senegal,Japan,2,2,CONCACAF Gold Cup,Amsterdam,Croatia,False
2014-07-30,Senegal,Ecuador,2,1,AFC Asian Cup,Sydney,Brazil,True
2014-07-31,Spain,Argentina,0,1,Friendly,Tokyo,Cameroon,False
2014-08-07,Sweden,Romania,1,1,Copa America,New York,Portugal,False
2014-08-13,Turkey,Uruguay,2,0,Friendly,Montevideo,Brazil,False
2014-08-14,Chile,Denmark,0,0,AFC Asian Cup,Los Angeles,South Korea,False
2014-08-18,Peru,Argentina,2,1,Africa Cup of Nations,Buenos Aires,England,False
2014-08-19,New Zealand,United States,1,0,Copa America,Madrid,South Korea,False
2014-08-23,South Korea,Iran,1,0,AFC Asian Cup,Amsterdam,Italy,False
2014-08-23,Chile,Norway,2,2,Friendly,New York,Mexico,False
2014-08-25,Romania,Paraguay,1,2,Friendly,Madrid,Belgium,False
2014-08-25,Australia,Norway,1,0,Africa Cup of Nations,Seoul,Germany,False
2014-08-26,South Africa,Turkey,6,0,UEFA European Championship,Lagos,South Korea,False
2014-09-04,Croatia,Scotland,2,1,Friendly,Mexico City,England,False
2014-09-08,Australia,Czech Republic,1,0,AFC Asian Cup,Los Angeles,Netherlands,False
2014-09-13,Ghana,India,0,0,FIFA World Cup,New York,Croatia,False
2014-09-18,Iraq,Greece,2,1,Copa America,Berlin,South Korea,True
2014-09-23,Uruguay,Spain,4,0,AFC Asian Cup,Buenos Aires,Brazil,False
2014-09-23,Senegal,Romania,2,1,Friendly,Tokyo,Mexico,False
2014-09-29,Iraq,Egypt,0,0,FIFA World Cup,London,Nigeria,False
2014-10-07,Spain,China,5,2,Friendly,Buenos Aires,Australia,False
2014-10-12,Italy,Peru,1,5,UEFA European Championship,Cairo,France,False
2014-10-13,Ghana,Netherlands,2,1,Friendly,Paris,Germany,False
2014-10-13,Russia,Turkey,3,1,Friendly,Lisbon,Uruguay,False
2014-10-26,South Africa,Netherlands,1,1,Copa America,Seoul,Australia,False
2014-11-10,Saudi Arabia,Portugal,2,1,Friendly,Cairo,Croatia,False
2014-11-12,Bolivia,Saudi Arabia,1,1,FIFA World Cup qualification,Rome,Netherlands,False
2014-11-17,England,Senegal,0,0,Friendly,Mexico City,Germany,False
2014-11-21,Czech Republic,Sweden,5,1,Friendly,Seoul,Belgium,False
2014-11-24,Saudi Arabia,Mexico,0,0,Friendly,Mexico City,South Korea,False
2014-11-30,Peru,Ecuador,0,4,FIFA World Cup qualification,Seoul,Mexico,False
2014-12-11,China,Sweden,1,0,FIFA World Cup qualification,Cairo,United States,True
2014-12-11,Hungary,China,0,1,Friendly,Montevideo,Argentina,False
2014-12-14,India,Scotland,1,4,Friendly,Berlin,England,False
2014-12-21,China,Italy,2,0,Friendly,Montevideo,Mexico,False
2014-12-27,Scotland,Portugal,3,2,Friendly,Amsterdam,Italy,False
2015-01-09,Bolivia,South Africa,2,0,FIFA World Cup,Mexico City,Japan,True
2015-01-19,Mexico,Australia,3,2,UEFA European Championship,Rome,Australia,True
2015-01-22,Brazil,Russia,0,1,Africa Cup of Nations,Sydney,Sweden,True
2015-01-29,Hungary,Colombia,2,0,CONCACAF Gold Cup,Lagos,Brazil,False
2015-02-02,China,South Africa,3,1,FIFA World Cup qualification,Sao Paulo,South Korea,False
2015-02-09,Poland,Paraguay,4,1,Copa America,Mexico City,Sweden,True
2015-02-09,Portugal,India,1,1,Africa Cup of Nations,Tokyo,Cameroon,True
2015-02-14,Sweden,Mexico,0,2,AFC Asian Cup,Lagos,Uruguay,False
2015-02-21,India,Ghana,1,1,AFC Asian Cup,Lagos,South Korea,True
2015-02-25,Mexico,Hungary,3,1,Africa Cup of Nations,London,Germany,False
2015-02-27,Russia,South Africa,2,0,FIFA World Cup qualification,Rome,France,False
2015-03-17,Czech Republic,Ghana,2,3,FIFA World Cup,Rome,Portugal,True
2015-03-24,Argentina,Hungary,1,1,UEFA European Championship,Berlin,South Korea,True
2015-04-16,South Africa,Iran,6,0,UEFA Euro qualification,Paris,Argentina,False
2015-04-23,Russia,Morocco,0,1,Friendly,Madrid,Belgium,False
2015-04-24,France,Bolivia,3,1,FIFA World Cup,Mexico City,Uruguay,False
2015-05-25,Peru,South Africa,0,2,FIFA World Cup,Rome,Nigeria,True
2015-06-07,Bolivia,Ghana,2,1,CONCACAF Gold Cup,Los Angeles,Australia,False
2015-06-14,Brazil,Cameroon,1,3,FIFA World Cup qualification,Tokyo,Nigeria,False
2015-06-16,South Korea,Colombia,3,1,Friendly,Lagos,France,True
2015-07-05,Belgium,Cameroon,1,2,CONCACAF Gold Cup,Montevideo,United States,True
2015-07-11,Argentina,Chile,0,0,CONCACAF Gold Cup,Los Angeles,Japan,True
2015-07-26,India,Russia,3,0,Copa America,Cairo,Argentina,False
2015-07-31,Belgium,Argentina,1,0,FIFA World Cup qualification,Madrid,France,True
2015-08-02,Ecuador,Germany,2,1,Friendly,Tokyo,Spain,True
2015-08-05,Scotland,Netherlands,0,2,FIFA World Cup,Mexico City,Uruguay,True
2015-08-07,Japan,Paraguay,1,0,FIFA World Cup qualification,Rome,Brazil,True
2015-08-16,Greece,China,3,1,FIFA World Cup,Madrid,Australia,False
2015-08-18,Greece,Scotland,2,1,CONCACAF Gold Cup,Buenos Aires,Germany,False
2015-08-23,Japan,France,1,1,UEFA European Championship,Cairo,South Korea,False
2015-08-23,Senegal,Czech Republic,2,0,UEFA European Championship,Madrid,France,True
2015-08-30,Senegal,Italy,3,0,CONCACAF Gold Cup,Seoul,Sweden,True
2015-08-31,Poland,Iran,0,1,UEFA Euro qualification,Amsterdam,Japan,False
2015-09-11,Brazil,Egypt,2,0,UEFA European Championship,Cairo,South Korea,False
2015-09-20,Ireland,Senegal,1,0,AFC Asian Cup,Lagos,France,False
2015-09-20,Mexico,Germany,4,1,FIFA World Cup,Rome,Belgium,False
2015-09-22,Colombia,Germany,0,2,FIFA World Cup,Lagos,Spain,False
2015-09-24,Paraguay,Sweden,2,0,Africa Cup of Nations,Sydney,Germany,True
2015-10-07,Bolivia,Netherlands,1,1,FIFA World Cup qualification,Berlin,Nigeria,False
2015-10-19,China,Croatia,3,1,Friendly,Montevideo,Portugal,False
2015-10-26,Nigeria,Norway,0,0,AFC Asian Cup,Los Angeles,France,False
2015-11-02,Ecuador,Italy,3,2,UEFA Euro qualification,Sao Paulo,Belgium,True
2015-11-06,Morocco,Czech Republic,1,1,Copa America,Tokyo,Cameroon,False
2015-11-22,India,Poland,2,3,Africa Cup of Nations,Buenos Aires,England,False
2015-11-27,Croatia,New Zealand,4,0,Friendly,Seoul,Italy,True
2015-12-01,Germany,Ghana,1,1,Friendly,Los Angeles,Italy,False
2015-12-03,Sweden,Nigeria,3,1,CONCACAF Gold Cup,Montevideo,Cameroon,True
2015-12-05,Peru,Poland,0,0,Africa Cup of Nations,Paris,Nigeria,True
2015-12-13,Turkey,Spain,1,2,CONCACAF Gold Cup,Lagos,France,True
2015-12-23,Italy,Peru,2,0,UEFA European Championship,Paris,Brazil,False
2015-12-28,United States,Sweden,2,0,AFC Asian Cup,Cairo,France,False
2015-12-31,Czech Republic,Bolivia,1,1,UEFA European Championship,Rome,France,False
2016-01-08,Ireland,Sweden,1,1,FIFA World Cup qualification,Seoul,Sweden,True
2016-01-08,Belgium,Mexico,2,1,CONCACAF Gold Cup,Paris,Brazil,False
2016-01-12,New Zealand,Wales,3,1,UEFA European Championship,Mexico City,Germany,False
2016-01-15,South Korea,Ghana,3,2,CONCACAF Gold Cup,Sydney,Germany,True
2016-01-17,Senegal,Brazil,0,1,FIFA World Cup qualification,Paris,France,False
2016-01-25,Poland,France,2,1,UEFA European Championship,Lagos,Belgium,False
2016-01-26,Chile,England,1,3,UEFA Euro qualification,New York,Germany,False
2016-01-27,Australia,Italy,3,0,AFC Asian Cup,Cairo,Portugal,True
2016-02-04,Morocco,England,2,0,AFC Asian Cup,Sao Paulo,Sweden,False
2016-02-04,Russia,Belgium,1,3,FIFA World Cup qualification,Sydney,Croatia,False
2016-02-05,Wales,India,0,0,CONCACAF Gold Cup,Paris,Australia,False
2016-02-17,Ecuador,Russia,1,1,FIFA World Cup qualification,Lisbon,France,False
2016-03-02,Romania,Turkey,1,1,FIFA World Cup qualification,Paris,Croatia,True
2016-03-06,Nigeria,China,1,0,Friendly,Lisbon,Italy,False
2016-03-22,Belgium,Netherlands,1,0,AFC Asian Cup,Sydney,Mexico,False
2016-03-27,Netherlands,Bolivia,1,1,Friendly,London,United States,True
2016-04-08,Australia,Chile,2,1,UEFA European Championship,Cairo,Sweden,False
2016-04-25,Argentina,Ecuador,1,1,Friendly,Tokyo,Belgium,False
2016-04-29,Uruguay,Germany,2,2,FIFA World Cup,Buenos Aires,Japan,False
2016-05-03,Spain,Senegal,1,3,Friendly,Lagos,Portugal,False
2016-05-13,Germany,Mexico,2,0,AFC Asian Cup,Lisbon,Mexico,False
2016-05-18,Ghana,Iran,1,0,FIFA World Cup,Lisbon,Croatia,False
2016-05-27,Brazil,Bolivia,1,1,Friendly,Los Angeles,Italy,True
2016-05-31,France,India,2,1,Africa Cup of Nations,Mexico City,Australia,False
2016-06-06,Senegal,Morocco,2,2,UEFA European Championship,Tokyo,Portugal,False
2016-06-11,Belgium,Nigeria,0,1,AFC Asian Cup,Sao Paulo,France,False
2016-06-21,Senegal,South Korea,2,0,Friendly,Rome,Germany,True
2016-06-25,Japan,South Korea,2,3,AFC Asian Cup,Madrid,Mexico,False
2016-07-22,Italy,China,1,2,Friendly,Paris,Mexico,False
2016-07-24,Scotland,Romania,2,2,AFC Asian Cup,London,England,False
2016-07-30,Hungary,Scotland,0,3,Friendly,Cairo,Portugal,True
2016-07-31,Denmark,China,0,0,Friendly,Cairo,Australia,False
2016-08-07,Sweden,Ghana,0,1,UEFA Euro qualification,Seoul,Portugal,False
2016-08-10,Greece,England,2,2,Friendly,Sydney,Germany,False
2016-08-13,Cameroon,Ireland,2,0,Friendly,Lisbon,Sweden,False
2016-08-19,Mexico,New Zealand,0,1,Copa America,Lisbon,Japan,False
2016-08-21,Peru,South Africa,4,1,Copa America,Mexico City,England,False
2016-08-25,Egypt,Norway,0,0,UEFA European Championship,Montevideo,United States,False
2016-09-09,Scotland,Bolivia,2,2,UEFA European Championship,Madrid,Belgium,False
2016-09-13,Uruguay,Paraguay,2,2,CONCACAF Gold Cup,Seoul,England,True
2016-09-17,Turkey,Italy,1,1,Friendly,New York,Portugal,False
2016-09-26,Russia,Iraq,0,4,UEFA European Championship,Mexico City,Japan,False
2016-09-27,Australia,Germany,2,1,CONCACAF Gold Cup,Mexico City,England,False
2016-10-08,Morocco,Wales,2,3,FIFA World Cup qualification,Rome,South Korea,False
2016-10-20,Peru,Hungary,0,0,FIFA World Cup qualification,Berlin,Brazil,False
2016-10-21,Ghana,Sweden,0,3,AFC Asian Cup,Los Angeles,England,False
2016-11-01,Romania,Czech Republic,2,2,Africa Cup of Nations,Lisbon,England,False
2016-11-08,Ecuador,Netherlands,0,0,AFC Asian Cup,Los Angeles,England,False
2016-11-23,England,Nigeria,2,2,FIFA World Cup,Lagos,Portugal,False
2016-11-25,Nigeria,Saudi Arabia,1,1,CONCACAF Gold Cup,Amsterdam,Uruguay,False
2016-12-08,Iraq,Hungary,2,4,Friendly,Cairo,United States,False
2016-12-23,Australia,Chile,1,3,Friendly,New York,Sweden,False
2016-12-26,Spain,India,0,3,Copa America,Amsterdam,England,True
2017-01-01,Iran,Denmark,1,1,Friendly,Tokyo,Australia,True
2017-01-05,Netherlands,Norway,2,2,AFC Asian Cup,Berlin,Italy,True
2017-01-12,Czech Republic,Wales,0,1,Friendly,Tokyo,Mexico,True
2017-01-30,Peru,Egypt,2,0,AFC Asian Cup,Tokyo,Brazil,False
2017-02-07,Saudi Arabia,Bolivia,2,0,UEFA European Championship,Paris,Netherlands,False
2017-02-10,Italy,Nigeria,1,2,FIFA World Cup,Buenos Aires,Australia,False
2017-02-14,South Korea,Nigeria,2,1,FIFA World Cup qualification,Paris,United States,False
2017-02-15,France,Nigeria,0,1,FIFA World Cup,Sydney,Germany,True
2017-02-15,Chile,Spain,0,1,Friendly,Cairo,Uruguay,False
2017-02-16,Netherlands,Bolivia,1,1,Copa America,Sydney,South Korea,False
2017-02-16,Iran,Wales,1,1,CONCACAF Gold Cup,Los Angeles,Italy,False
2017-03-02,Italy,Sweden,3,2,FIFA World Cup qualification,Amsterdam,Mexico,False
2017-03-10,Egypt,Romania,3,0,Copa America,London,Mexico,True
2017-03-24,Japan,Nigeria,3,2,Africa Cup of Nations,Lisbon,Belgium,True
2017-03-29,Brazil,Wales,1,0,FIFA World Cup,Rome,Croatia,True
2017-04-01,South Africa,Norway,3,1,Africa Cup of Nations,Mexico City,United States,False
2017-04-01,Argentina,Belgium,5,1,CONCACAF Gold Cup,Amsterdam,Netherlands,False
2017-04-13,Iran,Denmark,2,0,CONCACAF Gold Cup,Sao Paulo,Argentina,False
2017-04-23,Romania,Ireland,0,2,FIFA World Cup,Lisbon,Spain,False
2017-04-23,South Korea,Scotland,1,1,UEFA Euro qualification,Lisbon,Sweden,False
2017-05-02,Nigeria,Netherlands,2,1,UEFA Euro qualification,Tokyo,Italy,True
2017-05-07,South Africa,Peru,1,0,AFC Asian Cup,London,Australia,True
2017-05-11,Norway,Scotland,1,1,UEFA Euro qualification,Rome,Italy,False
2017-05-17,Chile,India,1,0,Friendly,Tokyo,Japan,False
2017-05-18,Norway,France,0,4,Friendly,Mexico City,Cameroon,True
2017-05-18,Germany,Scotland,1,1,FIFA World Cup,Madrid,Croatia,False
2017-05-22,India,Norway,1,1,Friendly,Los Angeles,Belgium,False
2017-05-23,Ecuador,Portugal,3,3,FIFA World Cup,Buenos Aires,Japan,False
2017-05-28,Cameroon,Turkey,1,2,Africa Cup of Nations,Lagos,Spain,True
2017-05-30,Senegal,Australia,1,3,Africa Cup of Nations,Montevideo,Netherlands,False
2017-06-01,Czech Republic,Turkey,1,2,Copa America,Madrid,Spain,False
2017-06-06,Netherlands,China,2,2,Friendly,Buenos Aires,Spain,False
2017-06-11,Wales,Turkey,0,0,FIFA World Cup,Montevideo,Japan,False
2017-06-19,China,Iran,5,1,Africa Cup of Nations,Seoul,England,False
2017-06-29,Saudi Arabia,Cameroon,2,1,Friendly,Cairo,England,False
2017-07-09,Mexico,Netherlands,0,3,Africa Cup of Nations,Seoul,Belgium,True
2017-07-12,Scotland,Morocco,2,0,Africa Cup of Nations,Amsterdam,Portugal,False
2017-07-16,Colombia,Croatia,3,1,AFC Asian Cup,New York,Spain,False
2017-07-31,Czech Republic,Australia,0,1,Friendly,Amsterdam,England,True
2017-08-03,Iran,Croatia,1,0,Friendly,Los Angeles,Brazil,False
2017-08-04,China,France,0,0,UEFA European Championship,New York,Japan,False
2017-08-18,Peru,Chile,1,0,Copa America,Sydney,Cameroon,False
2017-08-26,Spain,Senegal,0,1,Copa America,London,England,False
2017-08-28,Ireland,Spain,1,2,AFC Asian Cup,Lisbon,England,False
2017-09-02,Italy,South Korea,2,0,AFC Asian Cup,Seoul,France,False
2017-09-05,Chile,South Africa,2,1,CONCACAF Gold Cup,Cairo,France,False
2017-09-10,Romania,Egypt,1,3,UEFA Euro qualification,Madrid,South Korea,False
2017-09-10,Iran,Egypt,1,2,AFC Asian Cup,Paris,Germany,True
2017-09-10,England,Spain,0,0,UEFA Euro qualification,Montevideo,Brazil,False
2017-09-13,Morocco,Senegal,1,0,AFC Asian Cup,Cairo,Spain,False
2017-09-13,Hungary,Uruguay,3,1,UEFA European Championship,Berlin,Brazil,False
2017-09-14,Egypt,France,2,2,Friendly,Rome,Netherlands,False
2017-09-14,Argentina,Paraguay,2,2,Friendly,Seoul,Australia,False
2017-09-29,Ecuador,Ghana,1,3,UEFA Euro qualification,London,Nigeria,False
2017-10-03,Peru,South Korea,0,1,Friendly,Berlin,Cameroon,False
2017-10-05,Peru,United States,4,0,UEFA European Championship,Lagos,Cameroon,False
2017-10-09,England,Czech Republic,6,1,Africa Cup of Nations,Montevideo,Germany,False
2017-10-10,Nigeria,Ecuador,0,1,AFC Asian Cup,Madrid,France,False
2017-10-16,Romania,Belgium,4,0,Friendly,Rome,Cameroon,False
2017-10-22,Czech Republic,Bolivia,2,0,Friendly,Madrid,Uruguay,False
2017-10-27,Russia,South Africa,3,1,Friendly,Sao Paulo,Mexico,True
2017-11-07,India,England,0,2,Friendly,London,United States,False
2017-11-11,Sweden,Iran,1,2,CONCACAF Gold Cup,Sao Paulo,Germany,False
2017-11-24,Argentina,South Korea,0,2,Friendly,Lisbon,United States,True
2017-12-01,Greece,New Zealand,0,1,FIFA World Cup,New York,Mexico,False
2017-12-07,Romania,Chile,0,1,UEFA European Championship,Buenos Aires,Sweden,False
2017-12-08,Poland,Spain,1,5,CONCACAF Gold Cup,London,Portugal,False
2017-12-23,England,Romania,0,0,UEFA Euro qualification,Paris,Brazil,False
2017-12-23,Nigeria,Japan,3,1,UEFA European Championship,Paris,Portugal,True
2017-12-27,United States,Scotland,0,1,AFC Asian Cup,Lagos,Cameroon,False
2017-12-31,Peru,Australia,2,0,Friendly,Sydney,Cameroon,True
2018-01-08,Ecuador,Bolivia,1,2,FIFA World Cup,Amsterdam,England,False
2018-01-12,United States,Poland,0,0,AFC Asian Cup,Lagos,Mexico,False
2018-01-15,Brazil,Uruguay,1,1,Friendly,Lisbon,Spain,False
2018-01-28,Spain,Paraguay,1,2,AFC Asian Cup,Mexico City,Belgium,False
2018-01-29,Russia,Denmark,0,1,Friendly,Seoul,Germany,False
2018-01-31,Ireland,South Africa,3,0,AFC Asian Cup,Tokyo,Uruguay,True
2018-02-05,Hungary,Russia,4,0,AFC Asian Cup,Berlin,Brazil,True
2018-02-06,Paraguay,Ghana,1,3,Friendly,Rome,Italy,False
2018-02-23,Croatia,Argentina,1,1,UEFA Euro qualification,Sao Paulo,Cameroon,False
2018-03-07,Senegal,Poland,0,0,UEFA European Championship,Amsterdam,Italy,False
2018-03-15,Spain,Cameroon,4,0,Africa Cup of Nations,Berlin,South Korea,False
2018-03-16,Germany,Mexico,1,0,UEFA Euro qualification,Mexico City,Belgium,True
2018-03-17,Senegal,Italy,2,0,AFC Asian Cup,Paris,England,False
2018-03-21,Iran,New Zealand,1,3,Friendly,Sao Paulo,South Korea,False
2018-03-27,New Zealand,Brazil,2,0,AFC Asian Cup,Berlin,Argentina,True
2018-04-03,Scotland,Czech Republic,1,1,Copa America,Rome,Spain,False
2018-04-11,Netherlands,Spain,1,0,UEFA Euro qualification,Paris,Germany,False
2018-04-14,Germany,Croatia,1,1,Friendly,Lagos,France,False
2018-04-16,India,Brazil,0,1,UEFA Euro qualification,Amsterdam,Spain,False
2018-04-21,Japan,Colombia,0,2,Friendly,Sao Paulo,England,False
2018-05-04,Brazil,Mexico,1,3,CONCACAF Gold Cup,Rome,Brazil,False
2018-05-05,France,Ecuador,4,0,UEFA Euro qualification,Rome,Germany,False
2018-05-12,Paraguay,Denmark,1,1,CONCACAF Gold Cup,Seoul,Netherlands,True
2018-05-20,Sweden,Poland,0,1,Friendly,Mexico City,United States,False
2018-05-20,Czech Republic,France,0,1,FIFA World Cup,Cairo,Belgium,False
